answer,response,label
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",penumpang dan pembentuk tubuh,1
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",tulang dan rangka berfungsi sebagai penopang dan pembentuk tubuh tempat menempelnya otot dan saraf serta menjadi pelindung organ2 vital dalam tubuh,5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Sebagai penopang tubuh,1
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Sebagai alat gerak pasif yang mendukung alat gerak aktif (otot) agar bisa bergerak,0.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Fungsi kerangka adalah untuk menggerakkan bagian tubuh contohnya kaki tangan dan leher,0.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",Sebagai penopang tubuh,1
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",fungsi utama tulang adalah sebagai penopang tubuh. Tulang merupakan rangka yang membuat Anda dapat berdiri dengan kokoh seperti sekarang. Seperti halnya tulang paha yang membantu kaki untuk berjalan dan berdiri.,1
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","Secara umum, tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh",5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","- menopang tubuh.
- memberi bentuk tubuh.",1.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",untuk menopang dan membentuk tubuh,1.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","secara umum, tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ organ vital didalam tubuh.",5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",tulang rangka berfungsi sebagai penopang tubuh dan pembentuk tubuh. tulang rangka juga sebagai tempat menempelnya otot dan saraf dan menjadi pelindung organ-organ di dalam tubuh,5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",sebagai penopang dan pembentuk tubuh,1.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","Fungsi tulang/ragka secara umum adalah untuk membantu membentuk daging yang dilapisi oleh kulit dibagian luar-nya. tulang/rangka juga berfungsi untuk membantu dan mempermudah otot-otot (misalnya tangan dan kaki) bekerja dalam berjalan, melompat, dan gerakan-gerakan lainnya.",1.5
"tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.","Secara umum, tulang atau rangka berfungsi sebagai penopang dan pembentuk tubuh, tempat menempelnya otot dan saraf, serta menjadi pelindung organ-organ vital di dalam tubuh.",5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu yang di pakai menari,2.5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,lama waktu yang diberi untuk menari dari awal sampai akhir,2
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu dari awal hingga akhir tarian. Tari berdurasi terlalu panjang akan kehilangan pengaruhnya terhadap penonton. Hal ini berlaku juga sebaliknya. Adapun tempo gerak adalah cepat lambatnya suatu gerak dilakukan.,1
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu dari awal hingga akhir tarian,3
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Batas waktu yg sudah di tentukan saat melakukan tari,1.5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu dari awal hingga akhir tarian,3
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Periode waktu yang dibutuhkan dalam menampilkan tarian.,5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu tarian,2.5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu dari awal hingga akhir tarian. Tari berdurasi terlalu panjang akan kehilangan pengaruhnya terhadap penonton,2
Periode waktu yang dibutuhkan dalam menampilkan tarian.,waktu yang dibutuhkan oleh para penari dalam membawakan tariannya dari awal hingga akhir.,4.5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Periode waktu yang di,1
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Durasi seperti waktu yang di tetapkan,1
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu dari awal sampai akhir tarian,2
Periode waktu yang dibutuhkan dalam menampilkan tarian.,durasi dalam tari itu memberikan kode atau pengingat kepada penari agar lebih memelihag durasi tarian yang di bawakan,2
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Periode waktu yang ditentukan untuk menampilkan sebuah pertunjukkan tari.,4
Periode waktu yang dibutuhkan dalam menampilkan tarian.,lamanya sesuatu yang berlangsung secara rentangnya waktu,1
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu dari awal hingga akhir tarian,3
Periode waktu yang dibutuhkan dalam menampilkan tarian.,waktu yang terbatas atau waktu yang telah ditentukan,1
Periode waktu yang dibutuhkan dalam menampilkan tarian.,periode waktu untuk melakukan tarian,4
Periode waktu yang dibutuhkan dalam menampilkan tarian.,waktu yang di butuhkan dalam menampilkan tarian,5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,"Waktu yang digunakan dalam menari, atau kapan berakhirnya sebuah tari",2
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Jumlah durasi dari awal hingga akhir tari.,2
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Lama waktu pertunjukan tari,2
Periode waktu yang dibutuhkan dalam menampilkan tarian.,jumlah waktu dari awal hingga akhir tarian. Tari berdurasi terlalu panjang akan kehilangan pengaruhnya terhadap penonton,1.5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,waktu atau lama suatu tarian ditampilkan,4
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Periode waktu yang dibutuhkan dalam menampilkan tarian,5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,lamanya waktu yang dibutuhkan penari untuk melakukan gerak tari dari awal hingga akhir.,4
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Periode waktu yang dibutuhkan dalam menampilkan tarian.,5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,priode waktu yang di butuh kan dalam tari,4
Periode waktu yang dibutuhkan dalam menampilkan tarian.,periode waktu yang dibutuhkan dalam menampilkan tarian.,5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,waktu yang dibutuhkan dalam menampilkan tarian,5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,Periode waktu yang di butuhkan dalam menampilkan tarian,5
Periode waktu yang dibutuhkan dalam menampilkan tarian.,periode waktu lamanya tarian dilakukan oleh para penari.,4
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","sendi mati, sendi kaku, sendi gerak",1
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","sendi terbuka
sendi sedikit terbuka
sendi bebas",0
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Tiga jenis sendi berdasarkan sifat gerakannya adalah:
Sinartrosis atau sendi mati: Sendi yang tidak bisa bergerak, misalnya sendi pada tulang tengkorak. 

Amfiartrosis atau sendi kaku: Sendi yang masih dapat digerakkan, tetapi gerakannya terbatas, misalnya sendi pada tulang antar ruas tulang belakang dan tulang rusuk. 

Diartrosis atau sendi gerak: Sendi yang dapat digerakkan secara leluasa, misalnya sendi pada bahu, pundak, siku, ankle, dan pergelangan tangan",5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Sendi mati yaitu sendi yang tidak mungkin bergerak.

Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.

Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.",5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.",Sendi,0
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Majas ironi, majas sinisme, majas sarkasme",0
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Sendi mati, sendi pelana, dan sendi peluru.",0.5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","1.sendi mati:sendi yang tidak dapat bergerak
2.sendi kaku:sendi yang dapat bergerak tetapi terbatas
3.sendi gerak:sendi yang dapat digerakkan",3.5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","sendi mati: Sendi yang tidak dapat digerakkan, seperti sendi pada tulang tengkorak 

sendi kaku: Sendi yang dapat digerakkan, tetapi gerakannya terbatas, seperti sendi pada tulang rusuk 

sendi gerak: Sendi yang dapat digerakkan secara bebas, seperti sendi pada bahu, pundak, siku, ankle, dan pergelangan tangan 
",5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","1. Sendi mati : yaitu sendi yang tidak bisa gerak sama sekali.
2. Sendi kaku : yaitu sendi yang masi bisa digerakkan tetapi geraknya terbatas.
3. Sendi aktif : yaitu sendi yang dapat digerakkan secara leluasa.",4
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Sendi Mati : Yaitu sendi yang tidak dapat bergerak. 
Sendi kaku : Yaitu sendi yang dapat bergerak namun gerakannya terbatas.
Sendi gerak : yaitu sendi yang dapat bergerak bebas secara leluasa.",4.5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","-Sinartosis=Sendi yang tidak bisa di gerakkan
-Amfiartrosis=sendi yang masi dapat di gerakkan
-Diartrosis=Sendi yang dapat di gerakkan secara bebas",3.5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.",5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","sendi mati: sendi yang tak dpt lg bergerak
sendi kaku: sendii yang dapat bergerak namun kaku
sendi gerak: adalah sendi yang bs bergerak bebas",3.5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Sendi mati, yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa Di gerakan dengan bebas.",5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Sendi geser yaitu sendi yang mengalami suatu masalah yang ada dalam tubuh yang berpindahan tempat 
Sendi peluru yaitu sendi yang bergerak secara bebas dan arah
Sendi putar yaitu suatu sendi yang membuat gerakan berputar pada ujung tulang lain",0.5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Berdasarkan sifat gerakannya, ada tiga macam sendi, yaitu:
1.Sinartrosis atau Sendi Mati. Merupakan sendi yang tidak bisa bergerak. 
2.Amfiartrosis atau Sendi Kaku. Ini adalah sendi yang masih dapat digerakkan meski gerakannya terbatas. 
3.Diartrosis atau Sendi Gerak. Merupakan sendi yang dapat digerakkan secara leluasa.",5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","Sendi kaku, sendi gerak, sendi gerakan lentur",0.5
"Sendi mati yaitu sendi yang tidak mungkin bergerak.
Sendi tulang rawan atau sendi kaku, yaitu sendi yang memungkinkan terjadinya sedikit gerak antartulang yang terhubung.
Sendi gerak yaitu sendi yang bisa digerakkan dengan bebas.","sendi mati adalah sendi yang tidak bisa bergerak
sendi kaku adalah sedikit bergerak anatara tulang yang terhubung
sendi gerak adalah sendi yang sering di gerakan",4
